"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genenames","diffexpressed","delabel"
"STM0776",138.334511147634,-0.00456112480220291,0.236032645618173,-0.0193241269242959,0.984582537018419,0.998802608278029,"galE","NO",NA
"STM0777",5.23939800782675,0.0324245525386355,0.726295960306448,0.0446437186914196,0.964391294902566,0.998802608278029,NA,"NO",NA
"STM0778",117.937423740946,-0.0904842607093463,0.236916088016429,-0.381925353685021,0.702516733755808,0.998802608278029,"modF","NO",NA
"STM0779",53.4031219527274,-0.0292257955679219,0.262240409034045,-0.111446575589072,0.911262228089447,0.998802608278029,"modE","NO",NA
"STM0780",122.500164319973,0.388495835780741,0.465505744002688,0.834567222393925,0.403961423694395,0.998802608278029,NA,"NO",NA
"STM0781",104.483544227158,0.464977343601344,0.280538496714199,1.65744576607981,0.0974293850952915,0.998802608278029,"modA","NO",NA
"STM0782",38.5081840795033,0.662496430558623,0.369784323388441,1.79157522008498,0.0732010354552661,0.986009128180572,"modB","NO",NA
"STM0783",51.8712529977783,0.639830382092357,0.313006187784392,2.04414611296149,0.0409391148112139,0.81368765082555,"modC","UP","modC"
"STM0784",31.0360933686355,0.0465108570126081,0.285421037774881,0.162955251565207,0.870553667710353,0.998802608278029,"ybhA","NO",NA
"STM0785",79.3932497997675,0.169053948517489,0.209013275002048,0.808819193497794,0.41861915436356,0.998802608278029,"ybhE","NO",NA
"STM0786",82.4800589963937,0.124583327109658,0.330118997842401,0.377389147319337,0.70588443086403,0.998802608278029,"ybhC","NO",NA
"STM0787",96.6820652503263,-0.350972193761278,0.275993783269428,-1.27166702671218,0.203491450848579,0.998802608278029,"hutI","NO",NA
"STM0788",49.8924661051559,-0.0868041023819933,0.258446307222051,-0.335868998535984,0.7369696559557,0.998802608278029,"hutG","NO",NA
"STM0789",33.1635407985422,-0.247231682136406,0.237086181239961,-1.04279245987001,0.29704442426426,0.998802608278029,"hutC","NO",NA
"STM0791",52.4671631885996,-1.05675577112851,0.34403267003846,-3.0716727309949,0.00212862966124012,0.181735593455714,"hutH","DOWN","hutH"
"STM0792",49.4341373908589,-0.469756915121992,0.293693256180318,-1.59948144956239,0.109713667223498,0.998802608278029,"ybhB","NO",NA
"STM0793",16.3458730182675,0.407136904354568,0.474471445491301,0.85808515606875,0.390845443297725,0.998802608278029,"bioA","NO",NA
"STM0794",8.62706629774116,0.767810146499818,0.597007264722698,1.28609849807515,0.198408688234105,0.998802608278029,"bioB","NO",NA
"STM0795",5.2760238912632,1.07488829872968,0.712749726100993,1.50808658266306,0.131532368742639,0.998802608278029,"bioF","NO",NA
"STM0796",1.84882729737266,1.52690106530203,0.867425907694418,1.76026684441611,0.0783625730009546,0.998802608278029,"bioC","NO",NA
"STM0797",4.03122429939416,0.487043321156241,0.785126887707036,0.620337080263105,0.53503588729814,0.998802608278029,"bioD","NO",NA
"STM0798",145.187552966846,-0.0668148544979427,0.262098375757694,-0.25492281020357,0.798782718168668,0.998802608278029,"uvrB","NO",NA
"STM0799",2.20178010701092,-0.371142725563119,1.0936239946859,-0.339369588968935,0.734331325139488,0.998802608278029,NA,"NO",NA
"STM0800",199.218551962562,-0.243728012019578,0.36641676013004,-0.665166112852153,0.505944252266094,0.998802608278029,"slrP","NO",NA
"STM0801",130.831854107377,-0.0121625883878616,0.234237068139166,-0.051924268368299,0.958589036994364,0.998802608278029,"ybhK","NO",NA
"STM0802",372.531963314039,0.166523068306326,0.241469132513207,0.689624659571003,0.490430255736908,0.998802608278029,"moaA","NO",NA
"STM0803",60.7090160985032,-0.0814578073940941,0.221346599173417,-0.368010205254045,0.712865624689881,0.998802608278029,"moaB","NO",NA
"STM0804",30.4023383504383,0.262008512341056,0.28746779899343,0.91143603999641,0.36206567151817,0.998802608278029,"moaC","NO",NA
"STM0805",12.1539021364235,-0.0168461682931059,0.373978178418893,-0.0450458589972501,0.964070755836386,0.998802608278029,"moaD","NO",NA
"STM0806",18.7977727034425,-0.0211331571029055,0.31389816115309,-0.0673248834121036,0.946323067728337,0.998802608278029,"moaE","NO",NA
"STM0807",233.197918035381,-0.0493327011214042,0.292662827039894,-0.168564971576248,0.866138834858159,0.998802608278029,"ybhL","NO",NA
"STM0808",1.13113960535211,-1.34908070863578,1.20084525151722,-1.12344259756307,0.261249566898914,0.998802608278029,"ybhM","NO",NA
"STM0809",0.663351862722195,-0.763991335444957,1.25468423041534,-0.608911243900828,0.542583270980163,0.998802608278029,NA,"NO",NA
"STM0810",2.27541549701369,0.199526362907972,0.822581020060302,0.242561350240423,0.808345225140336,0.998802608278029,NA,"NO",NA
"STM0811",16.6258743662716,-0.107563013437551,0.602491302045198,-0.178530400476191,0.858306448554283,0.998802608278029,"ybhN","NO",NA
"STM0812",9.77261522186299,0.246087190740639,0.554710452467013,0.443631789605177,0.657308818243807,0.998802608278029,"ybhO","NO",NA
"STM0813",7.26808188044674,-0.036464390517255,0.569984546275409,-0.0639743494021606,0.948990651170225,0.998802608278029,"ybhP","NO",NA
"STM0814",324.822617518355,-0.054718399634334,0.440859614635176,-0.124117514550783,0.901222230782301,0.998802608278029,"ybhQ","NO",NA
"STM0815",69.5597773782353,0.373555237929003,0.24454234233115,1.52756874072609,0.126619647875887,0.998802608278029,"ybhR","NO",NA
"STM0816",32.1200444588088,0.0365927133391932,0.265572639401978,0.137787964233038,0.890407996775538,0.998802608278029,"ybhS","NO",NA
"STM0817",104.834998430429,0.518508744705519,0.287790496347307,1.80168821169056,0.0715944738044644,0.979114638695916,"ybhF","NO",NA
"STM0818",77.53715614146,0.229749231705216,0.256460754237237,0.895845574456543,0.370335245379042,0.998802608278029,NA,"NO",NA
"STM0819",81.6888840567968,0.408268253533951,0.31516392054563,1.29541558192046,0.195176905626483,0.998802608278029,"ybiH","NO",NA
"STM0820",19.6773764783759,0.128266232793161,0.436689332156828,0.293724218449873,0.768968646553006,0.998802608278029,"rhlE","NO",NA
"STM0821",67.5680087660963,-0.143785475378913,0.221167987687849,-0.650118838996935,0.515615461154121,0.998802608278029,"dinG","NO",NA
"STM0822",51.0817803671466,0.0765321287740131,0.225992572071784,0.338648868289811,0.734874263965484,0.998802608278029,"ybiB","NO",NA
"STM0823",70.9249323282122,-0.241014316654104,0.455348298308476,-0.529296623155115,0.596599697757259,0.998802608278029,"ybiJ","NO",NA
"STM0825",35.8995060151296,0.192393569652285,0.4930385726342,0.390220117311243,0.696373786988137,0.998802608278029,"ybiI","NO",NA
"STM0826",22.4473965591362,0.175475181035071,0.353814003509442,0.495953182447703,0.619927442735615,0.998802608278029,"ybiN","NO",NA
"STM0827",42.8690889859024,-0.135454599978736,0.287891363748577,-0.470505951324861,0.637993583303106,0.998802608278029,"ybiO","NO",NA
"STM0828",46.8922234263217,0.0972671826587297,0.264244583104235,0.368095275657406,0.712802193453614,0.998802608278029,"glnQ","NO",NA
"STM0829",38.2658938378923,0.178242444941688,0.287085723841774,0.620868368362076,0.5346862350084,0.998802608278029,"glnP","NO",NA
"STM0830",222.57634474113,0.466495237377017,0.311220183424834,1.49892347033362,0.133893486823178,0.998802608278029,"glnH","NO",NA
"STM0831",729.617047535207,-0.0702426389894596,0.479155149130047,-0.146596857232969,0.883450234447352,0.998802608278029,"dps","NO",NA
"STM0832",13.8167895220224,-0.0483121598356117,0.33595777124681,-0.143804263423689,0.885655036146728,0.998802608278029,"ybiF","NO",NA
"STM0833",727.642964545829,-0.203480128546561,0.27994428686066,-0.72685937201441,0.467312107753128,0.998802608278029,"ompX","NO",NA
"STM0834",49.2898573947629,-0.193865407557687,0.317553093718916,-0.610497618799103,0.541532220302031,0.998802608278029,"ybiP","NO",NA
"STM0835",15.8415909925084,-0.226737842929886,0.3630229432174,-0.624582680423318,0.532244989804938,0.998802608278029,NA,"NO",NA
"STM0836",23.3565759642077,0.00812167954962395,0.363345118228742,0.0223525214518253,0.982166753270616,0.998802608278029,"ybiR","NO",NA
"STM0837",65.6448251849764,0.0221254458929557,0.298753478573008,0.0740592076070128,0.940963273698406,0.998802608278029,"ybiS","NO",NA
"STM0838",101.734748759222,-0.0545013024474421,0.213012588774932,-0.255859537508498,0.798059299231443,0.998802608278029,"ybiT","NO",NA
"STM0839",2.35487448526439,-0.532457924265772,0.766779493137959,-0.694408143450405,0.487426288201774,0.998802608278029,NA,"NO",NA
"STM0840",16.2575838530755,-0.26415001842651,0.317748472402693,-0.831317980631372,0.405794019599806,0.998802608278029,"ybiV(2)","NO",NA
"STM0841",51.7973518438089,0.0638481416997962,0.489413658665379,0.130458438519899,0.896203734321734,0.998802608278029,"ybiU","NO",NA
"STM0842",61.1042576410949,0.0831001784514546,0.289024688933823,0.28751930763424,0.773714720409042,0.998802608278029,"ybiV(1)","NO",NA
"STM0843",514.338028100288,0.0808994434385811,0.429488493854495,0.188362306781584,0.850592645600611,0.998802608278029,"pflF","NO",NA
"STM0844",93.1377772356407,0.0580531510703259,0.505404539783714,0.114864720240086,0.908552349126961,0.998802608278029,"pflE","NO",NA
"STM0845",17.9150603674505,-0.326019613896135,0.374447017962103,-0.870669542704519,0.383934613151626,0.998802608278029,"moeB","NO",NA
"STM0846",48.9031862029787,0.0896255352867635,0.305997923771684,0.292895893482062,0.769601727807066,0.998802608278029,"moeA","NO",NA
"STM0847",63.837077590948,0.12343087232453,0.21281342311776,0.579995709463447,0.561917511166476,0.998802608278029,"ybiK","NO",NA
"STM0848",61.4745260183234,-0.19618342928003,0.23871160243677,-0.82184287348159,0.411166329262359,0.998802608278029,"yliA","NO",NA
"STM0849",43.8297194870707,0.217059645676365,0.239764876076181,0.90530209940925,0.365305364509783,0.998802608278029,"yliB","NO",NA
"STM0850",19.9980106106726,0.171608436619684,0.32034672357184,0.535695931914846,0.592168715622522,0.998802608278029,"yliC","NO",NA
"STM0851",28.5546527068389,0.402680219709964,0.271477837908987,1.48328947516136,0.137997517451827,0.998802608278029,"yliD","NO",NA
"STM0852",47.361562548297,-0.113329097143162,0.300329594667395,-0.377349082992205,0.705914200568963,0.998802608278029,"yliG","NO",NA
"STM0853",3284.06240632065,-0.447538563343959,0.624317146764899,-0.716844901126014,0.47346980280917,0.998802608278029,"yliH","NO",NA
"STM0854",2.11139824772766,-0.752106521228868,0.861043844345515,-0.873482257805987,0.38240027268444,0.998802608278029,NA,"NO",NA
"STM0855",1.72767598324233,-1.23206874349617,0.959276977506749,-1.28437226409669,0.199011732835276,0.998802608278029,NA,"NO",NA
"STM0856",7.99677635417595,-0.182313558405705,0.545643641383789,-0.33412569042928,0.738284714839907,0.998802608278029,NA,"NO",NA
"STM0857",13.5658021457621,-0.864637783750405,0.46957357918425,-1.84132545372861,0.0655738798076597,0.961463575409357,NA,"NO",NA
"STM0858",6.04688315181789,-0.0920220297315923,0.506363732209849,-0.181731083563181,0.8557937709882,0.998802608278029,NA,"NO",NA
"STM0859",8.3044557147813,-0.491969105906274,0.525968268397096,-0.935358909398783,0.349603365551953,0.998802608278029,NA,"NO",NA
"STM0860",39.6169584656672,-0.818377465853896,0.437452496333592,-1.8707801937649,0.06137555399209,0.924146388729382,NA,"NO",NA
"STM0861",12.6667211016141,0.262909039837995,0.3938854612559,0.667475867222193,0.504468219568993,0.998802608278029,"yliI","NO",NA
"STM0862",35.0913931071577,-0.184429764388059,0.310196753725002,-0.594557364554373,0.552139386594271,0.998802608278029,"yliJ","NO",NA
"STM0863",124.434602859665,-0.17657056074526,0.324916301119176,-0.54343398634375,0.586831030846202,0.998802608278029,"dacC","NO",NA
"STM0864",45.1934692407521,-0.0362307412481923,0.298091479055419,-0.121542357946624,0.90326146657859,0.998802608278029,"deoR","NO",NA
"STM0865",12.582559006605,-0.240900563883477,0.431135755218124,-0.558758026834492,0.576326871578686,0.998802608278029,"ybjG","NO",NA
"STM0866",20.2518798092066,-0.264944034931106,0.302525445839412,-0.875774380551596,0.381152700264642,0.998802608278029,"mdfA","NO",NA
"STM0867",24.0894391321464,-0.62886608177649,0.276005668268571,-2.27845350322503,0.0226995717758113,0.613346792681432,NA,"DOWN",NA
"STM0868",27.264977548687,-0.0255961192611927,0.248931318355022,-0.102824021623056,0.918102639814291,0.998802608278029,NA,"NO",NA
"STM0869",16.0757646230358,0.347146166882438,0.470114738571061,0.738428597107183,0.460254042127423,0.998802608278029,NA,"NO",NA
"STM0870",180.747201064603,-0.096372033075584,0.287031620857556,-0.335754063568523,0.737056333116636,0.998802608278029,NA,"NO",NA
"STM0871",45.4749721512356,0.220532819671219,0.242309416360837,0.910128970567161,0.362754497782224,0.998802608278029,"ybjM","NO",NA
"STM0872",101.87160124484,0.0919688881858301,0.312967983149941,0.29386037274544,0.768864599788265,0.998802608278029,"grxA","NO",NA
"STM0873",6.56566535484638,0.192386752596953,0.479636440103528,0.401109541542395,0.688339476229528,0.998802608278029,"ybjC","NO",NA
"STM0874",17.070169797372,-0.0682994674648436,0.31180542054716,-0.219045157537642,0.826614871190233,0.998802608278029,"mdaA","NO",NA
"STM0875",30.7711441659884,-0.25922648809353,0.265841647038247,-0.975116167769737,0.329502639659771,0.998802608278029,"rimK","NO",NA
"STM0876",33.1687078050778,-0.412123974698335,0.241481024838886,-1.70665158876686,0.0878868303280191,0.998802608278029,"ybjN","NO",NA
"STM0877",23.8950496389734,-0.381022036538828,0.470050034010981,-0.810598891542528,0.417596053633722,0.998802608278029,"potF","NO",NA
"STM0878",9.66985070184107,-0.260960461362331,0.438638335112429,-0.594933092875805,0.551888195487029,0.998802608278029,"potG","NO",NA
"STM0879",4.4718900803592,-0.791666292874599,0.63199046245934,-1.25265544323864,0.210331128043277,0.998802608278029,"potH","NO",NA
"STM0880",17.7850488930603,0.186410973899386,0.378649087669124,0.492305355987753,0.62250349439135,0.998802608278029,"potI","NO",NA
"STM0881",27.0557171160234,-0.181241842874267,0.328809258170665,-0.551206629285952,0.581492036139679,0.998802608278029,"ybjO","NO",NA
"STM0882",22.2732281835293,-0.205971224314654,0.302860073780166,-0.680087083595445,0.496449322442398,0.998802608278029,"ybjF","NO",NA
"STM0884",4.16722645898563,-0.515350689777436,0.665089431627558,-0.774859237375502,0.438422841143336,0.998802608278029,NA,"NO",NA
"STM0885",1.06552052165072,0.214948192908983,1.5934500349299,0.134894843388321,0.892695016666546,0.998802608278029,NA,"NO",NA
"STM0886",20.1220000810192,-0.0160733706392853,0.313013730442424,-0.0513503692523859,0.959046332156742,0.998802608278029,NA,"NO",NA
"STM0887",120.69707235974,0.59397323593143,0.393317741665677,1.51016130982546,0.131002268423554,0.998802608278029,"artJ","NO",NA
"STM0888",59.0977367612373,0.215781307983512,0.274044549243128,0.787395000482476,0.431050672507888,0.998802608278029,"artM","NO",NA
"STM0889",36.6518835839365,0.0267020263342729,0.265292368025896,0.100651317386056,0.919827258130208,0.998802608278029,"artQ","NO",NA
"STM0890",115.136691772741,0.244125255332032,0.275847318014283,0.885001373547491,0.376155890548779,0.998802608278029,"artI","NO",NA
"STM0891",88.9890166375781,-0.0512957438803439,0.210128858654838,-0.244115654597465,0.807141248643259,0.998802608278029,"artP","NO",NA
"STM0892",125.641132338046,0.0576255990448211,0.328094144963834,0.175637389235255,0.860578826572333,0.998802608278029,"ybjP","NO",NA
"STM0893",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0894",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0895",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0896",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0897",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0898",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0898A",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0899",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0900",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0901",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0902",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0903",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0904",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0905",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0906",1.99140170601029,0.492113033627847,1.10374389294037,0.445857990042291,0.655699829671519,0.998802608278029,NA,"NO",NA
"STM0907",1.81740239256085,1.13940254354449,0.897825411593055,1.26906916292645,0.204416397477351,0.998802608278029,NA,"NO",NA
"STM0908",2.8101425549285,-1.33387988396622,0.772817455984353,-1.72599605979038,0.0843481216037608,0.998802608278029,NA,"NO",NA
"STM0909",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0910",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0911",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0912",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0913",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0914",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0915",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0916",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0917",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0918",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0919",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0920",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0921",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0922",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0923",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0924",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0925",0.113511080238756,1.08259048962763,3.12160964919689,0.346805209903857,0.728737662840331,0.998802608278029,NA,"NO",NA
"STM0926",1.41121549024204,-0.00984488689367952,0.950400119975847,-0.0103586759794703,0.991735120172473,0.998802608278029,NA,"NO",NA
"STM0927",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0928",0,NA,NA,NA,NA,NA,"nanH","NO",NA
"STM0929",0,NA,NA,NA,NA,NA,NA,"NO",NA
"STM0930",88.547293712265,0.411275091902583,0.403515328219138,1.01923040623436,0.308093594546895,0.998802608278029,NA,"NO",NA
"STM0931",83.9905547454379,0.129177312823013,0.178648779323317,0.723079739544312,0.469630895929248,0.998802608278029,"ybjR","NO",NA
"STM0932",97.4198862165553,0.277391876364457,0.200245525239805,1.38525880182474,0.165973346269317,0.998802608278029,NA,"NO",NA
"STM0933",23.9568189558827,0.0413034980373614,0.343547045159809,0.120226614139988,0.904303635648058,0.998802608278029,"ybjT","NO",NA
"STM0934",57.7558643635835,-0.103350899903362,0.24602603752798,-0.420081146458363,0.67442617516221,0.998802608278029,"ltaA","NO",NA
"STM0935",34.5258269326778,0.121641041865906,0.371073886030193,0.327808143998601,0.743056729260667,0.998802608278029,"poxB","NO",NA
"STM0936",80.1477909497538,-0.145515843288704,0.3031603887181,-0.479996228742189,0.631230074644523,0.998802608278029,"hcr","NO",NA
"STM0937",196.115989316883,0.187890521897653,0.420900769942877,0.44640099357184,0.655307615245343,0.998802608278029,"hcp","NO",NA
"STM0938",35.8532005400415,0.117097402889164,0.322382291409495,0.363225294966421,0.716436593475038,0.998802608278029,"ybjE","NO",NA
"STM0939",84.5714511137732,0.106558115981347,0.242573053947006,0.439282575898257,0.660456797882223,0.998802608278029,"ybjD","NO",NA
"STM0940",85.7850197515799,0.356198263674247,0.524292205075726,0.679388822160344,0.496891530449476,0.998802608278029,"ybjX","NO",NA
"STM0941",34.4700803214609,-0.375696536062011,0.320537217915659,-1.1720839736023,0.241163343610197,0.998802608278029,"ybjY","NO",NA
"STM0942",101.39147833515,-0.103473465868043,0.289708033723465,-0.357164641028944,0.720968554815085,0.998802608278029,"ybjZ","NO",NA
"STM0943",1787.07765493853,0.108801131088676,0.427172076966212,0.254700943613602,0.7989540873791,0.998802608278029,"cspD","NO",NA
"STM0944",151.848140579383,0.242547885526515,0.34651048220866,0.699972722269505,0.483944339766064,0.998802608278029,"yljA","NO",NA
"STM0945",1256.14701432177,0.0232066899955298,0.263916824956786,0.087931832308644,0.929930856063858,0.998802608278029,"clpA","NO",NA
"STM0946",75.3378531139272,-0.42461396109217,0.240125208814909,-1.76830230856547,0.0770103781857894,0.998802608278029,"tnpA_1","NO",NA
"STM0947",14.8074522627563,-0.159783685466599,0.356946733606988,-0.447640139053708,0.654412929802199,0.998802608278029,NA,"NO",NA
"STM0948",24.1058266962934,0.225537202183416,0.437000251244613,0.516103140767236,0.605782374460213,0.998802608278029,NA,"NO",NA
"serW",7.23224485261081,0.201696387104654,0.562648911815081,0.358476454622458,0.719986785179448,0.998802608278029,NA,"NO",NA
"STM0950",61.819463804897,0.145822769218063,0.397595423798752,0.366761689118116,0.713796786819667,0.998802608278029,NA,"NO",NA
"STM0951",18.5697590075921,-0.0543057030365913,0.378449378945731,-0.143495289086942,0.88589903151319,0.998802608278029,NA,"NO",NA
"STM0952",16.2763892361229,0.0157431969469829,0.362719396223636,0.0434032398346747,0.965380095122222,0.998802608278029,NA,"NO",NA
"STM0953",54.1149624380665,-0.0772625742956139,0.398867685102424,-0.193704772738794,0.846407054523753,0.998802608278029,"infA","NO",NA
"STM0954",31.7586962852321,0.457503681165582,0.406034110708174,1.12676169095162,0.259843251598447,0.998802608278029,NA,"NO",NA
"STM0955",37.3606032261133,0.0882365364486905,0.24749598248176,0.356517045504742,0.721453389146955,0.998802608278029,"aat","NO",NA
"STM0956",77.0170374443913,0.139933396566039,0.245672262120348,0.569593796867021,0.56895323669935,0.998802608278029,"cydC","NO",NA
"STM0957",107.853397444882,-0.148821206025439,0.180050022164582,-0.826554777590657,0.408489458210578,0.998802608278029,"cydD","NO",NA
"STM0958",126.009456806646,-0.165623117618284,0.318525248052844,-0.519968569621227,0.603085481776299,0.998802608278029,"trxB","NO",NA
"STM0959",253.464116667332,0.172884421564379,0.168037749238298,1.02884275913032,0.303553570064607,0.998802608278029,"lrp","NO",NA
"STM0960",350.604907610901,-0.0859138024417305,0.197236470781892,-0.435587810414311,0.663135816385132,0.998802608278029,"ftsK","NO",NA
"STM0961",109.163509939409,-0.191859713307273,0.228250166258236,-0.840567682611053,0.400590169802324,0.998802608278029,"lolA","NO",NA
"STM0962",104.413468538197,0.17181914743622,0.238023093485836,0.721859147866441,0.470381079975297,0.998802608278029,"ycaJ","NO",NA
"STM0963",660.92573587185,0.178877134683255,0.183975869180144,0.972285851836922,0.330908360386815,0.998802608278029,"serS","NO",NA
"STM0964",1026.11299516127,0.0591580571646894,0.205587910658781,0.287750660897933,0.773537607483661,0.998802608278029,"dmsA","NO",NA
"STM0965",139.579673272371,0.0900184607396092,0.244708118906388,0.367860539903236,0.712977224822073,0.998802608278029,"dmsB","NO",NA
"STM0966",222.896111752821,0.0946825397951891,0.197814985824892,0.478641895609483,0.632193408145042,0.998802608278029,"dmsC","NO",NA
"STM0968",74.6636495892755,0.00405102420608628,0.266845535921655,0.0151811578638349,0.98788765377759,0.998802608278029,"ycaD","NO",NA
"STM0969",19.2060217703673,-0.309663040449752,0.359067253301711,-0.862409583726517,0.388462168578891,0.998802608278029,"ycaM","NO",NA
"STM0970",190.679465693527,-0.289105635835278,0.273356120362231,-1.05761537532862,0.290230829949487,0.998802608278029,"pflA","NO",NA
"STM0971",29.8669648020342,-0.175477082623364,0.553045759844148,-0.317292158017474,0.751021927188955,0.998802608278029,NA,"NO",NA
"STM0972",28.1706023582743,-0.190564571763764,0.596720846655494,-0.319352965179349,0.74945887319811,0.998802608278029,NA,"NO",NA
"STM0973",2252.54217470405,0.3288576251317,0.403528626515769,0.814954884294557,0.41509813513284,0.998802608278029,"pflB","NO",NA
"STM0974",237.152032373218,0.165953312908406,0.245817505487225,0.675107790144874,0.499607284651249,0.998802608278029,"focA","NO",NA
"STM0975",36.6440399480324,-0.0735069872835301,0.34240407926784,-0.214679064106682,0.830017546440162,0.998802608278029,"ycaO","NO",NA
"STM0976",5.95497242562653,0.342044509262664,0.477910575703508,0.715708181931647,0.474171557620749,0.998802608278029,"ycaP","NO",NA
"STM0977",122.658417995998,0.0983311479149033,0.211310580470796,0.465339443466689,0.641688392633318,0.998802608278029,"serC","NO",NA
"STM0978",61.9514175381124,0.0600737645008702,0.232929064266438,0.257905833649657,0.796479582533439,0.998802608278029,"aroA","NO",NA
"STM0979",22.2920537674417,0.318785456581116,0.323944158702798,0.984075335260436,0.325078473143771,0.998802608278029,"ycaL","NO",NA
"STM0980",109.230432869659,-0.0463561766376726,0.211771928276316,-0.218896701819648,0.826730515736565,0.998802608278029,"cmk","NO",NA
"STM0981",2765.19675204263,-0.011169033226393,0.34648936813683,-0.0322348512061192,0.974284763368782,0.998802608278029,"rpsA","NO",NA
"STM0982",232.778150937565,-0.0459947158110757,0.252188152686094,-0.182382539866282,0.855282527171909,0.998802608278029,"himD","NO",NA
"STM0983",18.5459954915969,0.181062806970072,0.302879196594236,0.597805359384388,0.549969814218226,0.998802608278029,"ycaI","NO",NA
"STM0984",88.4229727945668,-0.0926166513209161,0.225700934601349,-0.410351208711222,0.681548332268187,0.998802608278029,"msbA","NO",NA
"STM0985",25.1466321639778,-0.0194415880062563,0.382063504823969,-0.0508857500409881,0.959416560618856,0.998802608278029,"lpxK","NO",NA
"STM0986",17.381977633208,0.139156761791126,0.359281584681668,0.387319494580894,0.698519695083579,0.998802608278029,"ycaQ","NO",NA
"STM0987",33.9804481944199,0.486381735927845,0.360567422415916,1.34893422336642,0.177358094471256,0.998802608278029,"ycaR","NO",NA
"STM0988",97.0790882008401,-0.33849243807476,0.263845460432573,-1.28291931769379,0.199520344212171,0.998802608278029,"kdsB","NO",NA
"STM0989",214.157904217176,0.0746581701826681,0.290170184347469,0.257290976847116,0.796954157484119,0.998802608278029,NA,"NO",NA
"STM0990",32.6229951738776,0.0981258761040569,0.326729716097814,0.300327369288567,0.763927458572597,0.998802608278029,"ycbC","NO",NA
"STM0991",58.5599545726199,-0.113103542286317,0.244023741436312,-0.463494009314812,0.643010307908043,0.998802608278029,"smtA","NO",NA
"STM0992",68.4412809264202,-0.136089547686268,0.3233236636251,-0.420908096117785,0.673822193049675,0.998802608278029,"mukF","NO",NA
"STM0993",42.9455860164002,0.16332815499222,0.324575166029817,0.503205950689448,0.614819481478613,0.998802608278029,"mukE","NO",NA
"STM0994",327.386302128087,-0.0910484831518118,0.333103263613992,-0.273334107159397,0.784596399464436,0.998802608278029,"mukB","NO",NA
"STM0995",389.203565021429,-0.194686546083445,0.326780639328457,-0.595771360517353,0.551327978647431,0.998802608278029,"ycbB","NO",NA
"STM0996",109.503615670335,-0.188955000330432,0.275324112437792,-0.686300225059747,0.49252380708095,0.998802608278029,"ycbK","NO",NA
"STM0997",131.243506450786,-0.112432403773507,0.186913763325189,-0.601520197193289,0.54749356358669,0.998802608278029,"ycbL","NO",NA
"STM0998",291.520487944695,-0.00118721767387493,0.193149945893862,-0.00614661147524895,0.995095744483807,0.998802608278029,"aspC","NO",NA
"STM0999",225.150447047227,-0.300586237971289,0.253103087085312,-1.18760399737824,0.23498946222782,0.998802608278029,"ompF","NO",NA
"STM1000",476.130640487137,0.0241514355033196,0.143148177329211,0.168716332641639,0.866019771359173,0.998802608278029,"asnS","NO",NA
"STM1001",14.005196340463,-0.0874616021826073,0.445920861977601,-0.196137049508575,0.844502898096018,0.998802608278029,NA,"NO",NA
"STM1002",2.38014896327028,0.935556412816558,0.743030487323496,1.25910905242471,0.207990945170879,0.998802608278029,NA,"NO",NA
"STM1003",1.28771041156891,-0.458083928812977,0.998029419585147,-0.458988402369331,0.646242494480213,0.998802608278029,NA,"NO",NA
"STM1004",67.8382954076068,0.191184018722643,0.283170291911062,0.675155636674944,0.499576888809012,0.998802608278029,"pncB","NO",NA
"STM1005",191.696270039443,0.0110123432514872,0.238428933265541,0.0461871095116743,0.963161116630317,0.998802608278029,NA,"NO",NA
