"","baseMean","log2FoldChange","lfcSE","pvalue","padj","genenames"
"STM0057",3.57184509815411,-0.000136405641241148,0.0111689104227636,0.522551814618655,0.998802608278029,NA
"STM0058",3.87599788287148,5.17505666781298e-05,0.0111682330705316,0.78910956129619,0.998802608278029,"citC2"
"STM0059",0.638588338935165,9.53420600073303e-06,0.0111694641466216,0.840359396049918,0.998802608278029,"citD2"
"STM0060",2.05329928481798,0.000109283935897593,0.0111695346047551,0.946925539446881,0.998802608278029,"citE2"
"STM0061",8.24033809988404,-0.000166646030746128,0.0111681253904289,0.54086145523881,0.998802608278029,"citF2"
"STM0062",1.87835607953472,-9.55752571296353e-06,0.011169116031068,0.932882121908859,0.998802608278029,"citX2"
"STM0063",5.6990464737197,-7.67804513354326e-05,0.0111674749961938,0.75742647515716,0.998802608278029,"citG2"
"STM0064",55.7587324949315,-2.82870072415455e-05,0.0111533891859869,0.942336586145439,0.998802608278029,"dapB"
"STM0065",1.24276192767282,-0.000101240287694122,0.0111699649109319,0.283164762861014,0.998802608278029,NA
"STM0066",40.1971996290769,0.000278881556951873,0.0111712792356495,0.324309543001848,0.998802608278029,"carA"
"STM0067",90.8513235133115,0.000146588581872955,0.0111679551471402,0.584064740676206,0.998802608278029,"carB"
"STM0068",384.393997909116,0.000518636458414084,0.0111838755007726,0.0719221206192273,0.980596717710928,"caiF"
"STM0069",132.437206730422,0.0008820949270401,0.0112151947463131,0.0180361399445005,0.54869127776739,"caiE"
"STM0070",96.2025445148238,0.000473200544324896,0.0111814137916566,0.0784934177713812,0.998802608278029,"caiD"
"STM0071",86.3956915880605,0.000773352137168889,0.0112052510608405,0.0120845791375173,0.446630065313862,"caiC"
"STM0072",116.067096692265,0.000632055963451082,0.0111915649307992,0.0516890316994865,0.875580870303423,"caiB"
"STM0073",207.951708217339,0.000562450082705303,0.0111873454396494,0.0428957704819022,0.833426167919389,"caiA"
"STM0074",157.792912497554,0.731289145063903,0.802020485724878,0.00394121098693436,0.239804970276792,"caiT"
"STM0075",105.875179526823,0.000500441408641904,0.0111833392202098,0.0559977034389257,0.890690807646463,"fixA"
"STM0076",86.4916495144517,0.000403055765640006,0.0111776651696891,0.124873530616093,0.998802608278029,"fixB"
"STM0077",68.1535915468286,0.000362679171938691,0.0111756821483409,0.196963600530089,0.998802608278029,"fixC"
"STM0078",9.52643823530438,0.000121310865272347,0.0111688675948645,0.54816156723171,0.998802608278029,"fixX"
"STM0079",55.0824734355771,0.000539784003517856,0.0111815241880599,0.181992893872448,0.998802608278029,"yaaU"
"STM0080",14.2221103594042,-0.000214409970788216,0.0111691168212122,0.449842453463008,0.998802608278029,NA
"STM0081",13.4923427025791,-1.1123627200081e-05,0.0111673949399764,0.959425817607899,0.998802608278029,NA
"STM0082",24.6105020235934,-9.6600714475517e-05,0.0111684723924755,0.6342132134843,0.998802608278029,NA
"STM0083",5.0818931270332,-4.75415555453254e-05,0.0111686494154069,0.768625212873833,0.998802608278029,NA
"STM0084",24.6176313231654,-0.000419478819909569,0.0111793560273413,0.0477418298302981,0.850424637208746,NA
"STM0085",14.0588543245038,-0.000157885544678424,0.0111681876475677,0.548456826644632,0.998802608278029,"yabF"
"STM0086",45.9582972576789,0.000277620701018363,0.0111667149260873,0.512640037946708,0.998802608278029,"kefC"
"STM0087",45.4352702792559,-0.00118001070005005,0.0112514642993011,0.0137140075076695,0.464613951320441,"folA"
"STM0088",106.523982808608,-0.000915810377780994,0.0112109337561864,0.104909485125703,0.998802608278029,"apaH"
"STM0089",46.9587054885726,-0.000848596112638163,0.0112024435460099,0.137255731790358,0.998802608278029,"apaG"
"STM0090",97.5768917656029,-8.77895384118615e-05,0.0111549576238998,0.733815249932377,0.998802608278029,"ksgA"
"STM0091",92.1840444748571,-0.000157448216600287,0.0111629317630141,0.711904606752973,0.998802608278029,"pdxA"
"STM0092",234.7511735586,-0.000354280119084635,0.0111646998184828,0.489461517095308,0.998802608278029,"surA"
"STM0093",358.560216017403,-0.000245829237579209,0.0111418612616046,0.768024337745126,0.998802608278029,"imp"
"STM0094",56.3832175971218,-0.000516862685522288,0.0111733677356344,0.35023755065791,0.998802608278029,"djlA"
"STM0095",39.2441976070522,0.000168688994320409,0.0111634008029301,0.691994821292228,0.998802608278029,"rluA"
"STM0096",81.9522147856923,0.0001399440616801,0.0111652350097297,0.698138886906479,0.998802608278029,"hepA"
"STM0097",54.5094944991062,-0.000841310165738594,0.0112050844344415,0.0939017540216418,0.998802608278029,"polB"
"STM0098",10.5138757504062,-0.000621747276833036,0.0111900618995919,0.0699039540651386,0.975638224747069,NA
"STM0099",0.292137310351906,-2.65528525162452e-05,0.0111696038524819,0.88760339419411,0.998802608278029,NA
"STM0100",3.27211801828636,-3.30185603144551e-05,0.0111687556842004,0.825693681880937,0.998802608278029,NA
"STM0101",115.337602816863,1.27513286604307e-05,0.0111689231729459,0.929767974988402,0.998802608278029,"araD"
"STM0102",217.385500012631,6.09466776432353e-06,0.0111692043054182,0.945742452969299,0.998802608278029,"araA"
"STM0103",250.437865482551,-3.06604158203479e-05,0.0111689850246818,0.771417005065395,0.998802608278029,"araB"
"STM0104",127.077487197842,-0.000150838944741464,0.0111678831996156,0.577044431259249,0.998802608278029,"araC"
"STM0105",44.3350409463357,-0.000177581326080433,0.0111681860160139,0.541787375854632,0.998802608278029,"yabI"
"STM0106",20.5950439174502,5.60965447268986e-05,0.0111641526015143,0.873029333996285,0.998802608278029,"yabJ"
"STM0107",12.960114861612,0.000112533249071804,0.0111667677207953,0.69786071685956,0.998802608278029,"yabK"
"STM0108",13.0002549282054,-0.00017053938001194,0.0111675412696349,0.573464587929666,0.998802608278029,"tbpA"
"STM0109",66.958414532147,0.000542968169220652,0.0111686066812559,0.419806193569103,0.998802608278029,"yabN"
"STM0110",15.1449787236644,-5.32246660445594e-06,0.0111650303114791,0.983916367287272,0.998802608278029,"leuD"
"STM0111",25.9184708121638,0.000362600652481625,0.0111741905120196,0.240197840333399,0.998802608278029,"leuC"
"STM0112",28.2264375541841,0.000165344340276936,0.011165942787243,0.663104698872162,0.998802608278029,"leuB"
"STM0113",28.55057848629,0.000251457481109442,0.0111705472024429,0.355658405613281,0.998802608278029,"leuA"
"STM0114",3.79405440234165,0.000251504147264805,0.0111722005910494,0.199314368229319,0.998802608278029,"leuL"
"STM0115",2.89326877490088,2.24051534173394e-05,0.0111688991461241,0.869463224130029,0.998802608278029,"leuO"
"STM0116",29.6618665117027,0.000323546249892346,0.0111688393235596,0.435455033246885,0.998802608278029,"ilvI"
"STM0117",55.5088099063077,-0.000520482465542291,0.0111785375530486,0.246857239847719,0.998802608278029,"ilvH"
"STM0118",195.541386973026,8.49467639545393e-05,0.0111604941380882,0.836113360107978,0.998802608278029,"fruR"
"STM0119",98.3507600010469,0.000169260403810069,0.0111653090110713,0.6515465618195,0.998802608278029,"yabB"
"STM0120",258.990679171876,-0.000404746378398478,0.0111664898081768,0.466325574010074,0.998802608278029,"yabC"
"STM0121",81.7870383792246,-0.000503618700729489,0.0111748817901697,0.313635880240268,0.998802608278029,"ftsL"
"STM0122",526.637257390637,8.61235302604474e-05,0.0111547067741784,0.887983099008757,0.998802608278029,"ftsI"
"STM0123",171.044090723976,-5.9002788105806e-05,0.0111624191925456,0.887492110133559,0.998802608278029,"murE"
"STM0124",137.235421214644,6.28956811868084e-05,0.0111601003850167,0.887976011953383,0.998802608278029,"murF"
"STM0125",86.365089133629,0.00018496196291429,0.0111632802200722,0.687531609530067,0.998802608278029,"mraY"
"STM0126",152.862830353777,8.70363516772523e-05,0.011159816893746,0.879094680793742,0.998802608278029,"murD"
"STM0127",95.9742881793853,8.64664477229593e-05,0.0111595767863573,0.862670649044956,0.998802608278029,"ftsW"
"STM0128",119.38093883579,0.000692316350394638,0.0111892674309568,0.183345405315239,0.998802608278029,"murG"
"STM0129",207.370053818856,1.40979619362274e-05,0.0111616888249481,0.786307821466142,0.998802608278029,"murC"
"STM0130",130.724102879265,-0.000222561381910005,0.0111618841287467,0.652566679194646,0.998802608278029,"ddlB"
"STM0131",90.8613533086838,-0.000181161134423009,0.011150638926844,0.789705882548371,0.998802608278029,"ftsQ"
"STM0132",288.561535631443,-0.000455621212894797,0.0111590610447166,0.532582178222892,0.998802608278029,"ftsA"
"STM0133",702.862597432844,-1.15075627545287e-05,0.0111521432865402,0.979792616625701,0.998802608278029,"ftsZ"
"STM0134",1865.66673490687,-0.0012223428104753,0.011206287318355,0.286070843492833,0.998802608278029,"lpxC"
"STM0135",81.4956915268813,-0.000477078928987419,0.0111737147018754,0.324914145164737,0.998802608278029,"yacA"
"STM0136",357.739930580425,-0.00028409880331997,0.0111705329717651,0.366346529390073,0.998802608278029,"secA"
"STM0137",8.71836021637447,-6.48681724796597e-05,0.0111672889312241,0.783088251490054,0.998802608278029,"mutT"
"STM0138",11.2495935412741,-0.000106294965985337,0.0111657241679857,0.742739847037202,0.998802608278029,"yacG"
"STM0139",46.0556196703518,0.000239378741525576,0.0111630623956762,0.618877279440533,0.998802608278029,"yacF"
"STM0140",62.8870050094977,0.000300605121115956,0.0111578656862942,0.630688178565465,0.998802608278029,"yacE"
"STM0141",114.088824357836,-0.000123061404266189,0.0111658519224282,0.735057702458722,0.998802608278029,"guaC"
"STM0142",7.90406293021007,0.000170566896924403,0.0111678250583364,0.55772906474887,0.998802608278029,"hofC"
"STM0143",4.91557145510463,-0.000238824320672988,0.0111715608912721,0.248911858529491,0.998802608278029,"hofB"
"STM0144",1.86273669902991,-8.9547963109827e-05,0.0111695404165118,0.482825240537499,0.998802608278029,"ppdD"
"STM0145",36.2117748185647,-0.000330715621638341,0.0111659111193622,0.503646149953651,0.998802608278029,"nadC"
"STM0146",60.2654017137277,0.000371124552001772,0.0111684319064387,0.438500851911257,0.998802608278029,"ampD"
"STM0147",54.1451594420679,0.00019798074288501,0.0111580708285196,0.701651883290064,0.998802608278029,"ampE"
"STM0148",29.7764877013417,0.000104408816079319,0.0111671046775076,0.701217677078673,0.998802608278029,NA
"STM0149",22.48908997336,-0.000156448026146199,0.0111696391337281,0.465897781613145,0.998802608278029,NA
"STM0150",128.460925644498,0.000147012699108647,0.0111678859274872,0.585386703866829,0.998802608278029,"aroP"
"STM0151",110.042923999084,-0.000135102821201885,0.0111631869509884,0.739171710486138,0.998802608278029,"pdhR"
"STM0152",726.480866462522,0.000103926193158562,0.0111658137513294,0.708220278151926,0.998802608278029,"aceE"
"STM0153",544.689382506636,0.000122854433116059,0.0111665235556592,0.689417604061653,0.998802608278029,"aceF"
"STM0154",858.451289874746,9.10484816323002e-05,0.0111628955231604,0.993497124738883,0.998802608278029,"lpdA"
"STM0155",1.15150347377501,7.01255375111059e-05,0.0111698276107983,0.232944453271107,0.998802608278029,NA
"STM0156",5.48056833117819,0.000450819804131052,0.011180710736664,0.0544503503924653,0.890690807646463,NA
"STM0157",17.9557733472282,7.35393636863133e-05,0.0111645043707605,0.83307308022865,0.998802608278029,"yacH"
"STM0158",492.147735273035,-0.000147275703894805,0.0111632077914252,0.723470216071807,0.998802608278029,"acnB"
"STM0159",28.9769554728611,0.000158003500499791,0.0111696628338806,0.417848697794365,0.998802608278029,NA
"STM0160",257.032672241333,4.91571004735511e-05,0.0111646449878689,0.887380261173383,0.998802608278029,"yacL"
"STM0161",20.1258188348077,-0.000125566271473366,0.0111669742641731,0.655369262480631,0.998802608278029,"kdgT"
"STM0162",24.835769578216,0.000119398546884801,0.011163918119706,0.759459604469359,0.998802608278029,NA
"STM0163",40.5429083787991,9.97603813126285e-05,0.0111617007587772,0.821882307279333,0.998802608278029,NA
"STM0164",107.086828487611,0.0013172604144906,0.011263335149492,0.352018329129054,0.998802608278029,NA
"STM0165",28.9440701691806,0.0006208496345211,0.0111878223699907,0.1256743615023,0.998802608278029,"speD"
"STM0166",42.9090927376484,0.000563284399172304,0.0111841239184692,0.15253636483909,0.998802608278029,"speE"
"STM0167",30.0325001880842,-6.61071207431096e-05,0.0111628672728646,0.731060897780237,0.998802608278029,"yacC"
"STM0168",56.1362155305397,-6.55886311861325e-05,0.0111583440483407,0.542386656017112,0.998802608278029,"cueO"
"STM0169",45.9297409158585,-0.000328534237198317,0.0111744703508676,0.159119681880266,0.998802608278029,"gcd"
"STM0170",37.5783044311695,-8.57769994201175e-05,0.0111654460130867,0.771143597337624,0.998802608278029,"hpt"
"STM0171",84.1993916781784,-0.000579466769539046,0.0111687861700864,0.735457200854632,0.998802608278029,"yadF"
"STM0172",29.398162101841,-8.66972102269112e-05,0.0111634837406023,0.819317585441376,0.998802608278029,"yadG"
"STM0173",19.6785100628958,-0.00018709473621319,0.0111639851372454,0.656514326855568,0.998802608278029,"yadH"
"STM0174",19.2664260517278,-6.59125102820603e-07,0.0111643506633702,0.997327793958955,0.998802608278029,"stiH"
"STM0175",7.33303313246147,-0.00036337998068759,0.0111750887388023,0.180801721762271,0.998802608278029,"stiC"
"STM0176",2.17694177606418,-0.000233592603357716,0.0111722377418517,0.140222530713811,0.998802608278029,"stiB"
"STM0177",7.73827640512956,-6.9274454084077e-05,0.0111672545848213,0.764363345799566,0.998802608278029,"stiA"
"STM0178",99.0032319094363,0.000386124582544941,0.0111668431247237,0.465473525698634,0.998802608278029,"yadI"
"STM0179",73.1931487630824,0.000378691496864987,0.0111675472359482,0.454876219553514,0.998802608278029,"yadE"
"STM0180",56.566841145689,0.000360589640013773,0.0111652045006576,0.502029124277164,0.998802608278029,"panD"
"STM0181",54.8370120597988,3.45750204373366e-07,0.0111635436076895,0.997143071311543,0.998802608278029,"panC"
"STM0182",36.7482512171049,-0.000202130232843036,0.0111652750084752,0.612445664876705,0.998802608278029,"panB"
"STM0183",6.22160421927033,-0.000301935079302414,0.0111742633507745,0.101999338477535,0.998802608278029,"folK"
"STM0184",75.1756945528436,-6.94909032183904e-05,0.0111659283943901,0.770007174878624,0.998802608278029,"pcnB"
"STM0185",22.5330662027029,-0.000458605323283202,0.0111775079538772,0.21080415260203,0.998802608278029,"yadB"
"STM0186",323.830843324269,-0.000418039011181109,0.0111681723326148,0.424915381895201,0.998802608278029,"dksA"
"STM0187",78.376883908384,-0.000482546813079514,0.0111785145941997,0.204740646918756,0.998802608278029,"sfsA"
"STM0188",27.6298113271753,-0.000293105003254787,0.0111649377341401,0.54016618785923,0.998802608278029,"ligT"
"STM0189",95.8796326884983,-0.000391304761911737,0.0111648297163992,0.495873465319474,0.998802608278029,"hrpB"
"STM0190",206.920685457138,-4.66367086646649e-05,0.0111599516709088,0.921983915715103,0.998802608278029,"mrcB"
"STM0191",178.510095775536,-0.000230806183446602,0.0111690855514462,0.444554491215106,0.998802608278029,"fhuA"
"STM0192",16.6781791282957,0.000109978312094714,0.0111661614380129,0.724973434764385,0.998802608278029,"fhuC"
"STM0193",13.0897196346983,-9.89824879745054e-06,0.0111666555758515,0.972429685375552,0.998802608278029,"fhuD"
"STM0194",23.3681531546945,5.11357241662314e-05,0.0111671598388301,0.816682484212175,0.998802608278029,"fhuB"
"STM0195",3.26081871591272,-2.34470039546406e-05,0.0111681755249365,0.89652615508561,0.998802608278029,"stfA"
"STM0196",16.0497483844349,0.000150012183735782,0.0111654533419155,0.671990833923522,0.998802608278029,"stfC"
"STM0197",1.19080064613361,6.54747844752959e-05,0.0111693177242755,0.603598489735824,0.998802608278029,"stfD"
"STM0198",0.541036254224697,2.49726276832891e-05,0.0111694038622787,0.734410954289597,0.998802608278029,"stfE"
"STM0199",2.07842187088997,6.65953427509253e-05,0.0111691687326979,0.632256907738048,0.998802608278029,"stfF"
"STM0200",1.0072670313776,-3.06887870762105e-05,0.0111691494139453,0.80803217685587,0.998802608278029,"stfG"
"STM0201",41.9654633307513,-8.07653471818301e-05,0.0111657144746346,0.791450312126219,0.998802608278029,NA
"STM0202",174.744886603453,-0.000195236700493867,0.0111617001765556,0.734049664442335,0.998802608278029,"hemL"
"STM0203",53.8890409799697,0.000140086459297255,0.0111576789083794,0.802569232635347,0.998802608278029,"yadQ"
"STM0204",131.766648808884,0.000375713383388589,0.011171586597906,0.360151315117783,0.998802608278029,"yadR"
"STM0205",62.6297457905915,9.47266893346521e-05,0.0111634179550822,0.807345815107295,0.998802608278029,"yadS"
"STM0206",18.5755912470061,-0.00014404771521179,0.0111653593027141,0.684766426339523,0.998802608278029,"btuF"
"STM0207",58.7364636493234,0.000535863731869235,0.0111789657901475,0.250558483252877,0.998802608278029,"pfs"
"STM0208",52.1832321693632,0.000117628288980912,0.0111575153328738,0.862523380600767,0.998802608278029,"dgt"
"STM0209",225.012063178617,-0.000511083736107672,0.0111779916565269,0.28175369708417,0.998802608278029,"htrA"
"STM0210",72.0408356819004,-0.000271186650682867,0.0111631030812923,0.589622302472295,0.998802608278029,"cdaR"
"STM0211",309.692245834483,0.000220987007646849,0.0111684052452829,0.487237953804156,0.998802608278029,"yaeH"
"STM0212",45.3449019409826,-0.000314418558920953,0.01116863621895,0.449976065844891,0.998802608278029,NA
"STM0213",154.608029608127,0.000332064395404961,0.0111471055797841,0.683393391169085,0.998802608278029,"dapD"
"STM0214",91.6447410313492,0.000262124537853347,0.0111622871540722,0.608255952102107,0.998802608278029,"glnD"
"STM0215",110.829492060245,4.40120718405118e-05,0.0111548009780896,0.950764018844486,0.998802608278029,"map"
"STM0216",1440.60580126206,0.000275802957421416,0.0111709838277362,0.992769715200808,0.998802608278029,"rpsB"
"STM0217",729.961258180276,0.000278870152436215,0.0111715246623649,0.583892709366066,0.998802608278029,"tsf"
"STM0218",95.6504788302436,0.000210532448774284,0.0111662636858015,0.58048299202465,0.998802608278029,"pyrH"
"STM0219",377.612916527426,-0.000285046330539988,0.0111538632676518,0.68311112525076,0.998802608278029,"frr"
"STM0220",104.654830318424,-0.000109846812599724,0.0111626858817421,0.789938473651038,0.998802608278029,"dxr"
"STM0221",107.280807067914,8.31456779199504e-05,0.0111639502020988,0.861291688260313,0.998802608278029,"uppS"
"STM0222",80.935703544305,0.000280288021459908,0.0111561158977993,0.662684476876697,0.998802608278029,"cdsA"
"STM0223",238.963650081544,-0.000294121281320136,0.0111644268053894,0.549510214480088,0.998802608278029,"yaeL"
"STM0224",667.09720136036,-0.000117066116587274,0.0111633724285136,0.765871434972585,0.998802608278029,"yaeT"
"STM0225",297.159100864336,-0.000165642211028333,0.0111662205175306,0.626573338610665,0.998802608278029,"hlpA"
"STM0226",345.92477030824,0.000312747479634029,0.011165448684473,0.973752614239483,0.998802608278029,"lpxD"
"STM0227",122.588420113208,6.45411440060126e-05,0.0111604334297002,0.889784167867015,0.998802608278029,"fabZ"
"STM0228",184.850876527997,-0.00147603922015515,0.0112979460008928,0.629372612556625,0.998802608278029,"lpxA"
"STM0229",96.6666199868867,-0.000208035915824969,0.0111606966839748,0.715762438245866,0.998802608278029,"lpxB"
"STM0230",41.808771326877,-0.000396843284015157,0.0111728404642472,0.33528430370172,0.998802608278029,"rnhB"
"STM0231",173.976032891475,0.000327323119855221,0.0111686940496366,0.553016406705825,0.998802608278029,"dnaE"
"STM0232",118.8718711691,-0.000278685341099113,0.0111627241313204,0.589238957768068,0.998802608278029,"accA"
"STM0233",46.8126164815996,2.04778981780698e-05,0.0111575307121653,0.969476251954828,0.998802608278029,NA
"STM0234",59.3551968910185,-0.000363728113233042,0.0111661591884241,0.48360420148711,0.998802608278029,"ldcC"
"STM0235",18.9585218951337,-0.000412651483187333,0.0111724317556343,0.342574559785364,0.998802608278029,"yaeR"
"STM0236",41.9354266077623,0.000330674721043809,0.011167645737125,0.483207633518658,0.998802608278029,"mesJ"
"STM0237",74.3825269072144,0.000260806542031698,0.0111666482156867,0.574646556197412,0.998802608278029,"rof"
"STM0238",99.2239175138366,-0.000270335635682878,0.0111681137676101,0.511159684925421,0.998802608278029,"yaeP"
"STM0239",18.3085375635246,-0.00015320419495525,0.0111663215962759,0.634558186400976,0.998802608278029,"yaeQ"
"STM0240",38.6879165689587,-0.000122236529250948,0.011163393438668,0.753894745830302,0.998802608278029,"yaeJ"
"STM0242",212.791476292258,-0.000235799771418633,0.0111641913214721,0.583664982093109,0.998802608278029,"proS"
"STM0243",27.7437396232755,4.48268323448557e-05,0.0111635180721993,0.90274313560874,0.998802608278029,"yaeB"
"STM0244",23.8983646828592,-2.2499675011661e-05,0.0111654242848516,0.940353875332832,0.998802608278029,"rcsF"
"STM0245",97.3623286634011,0.000527723547550414,0.0111783097362437,0.29158538725138,0.998802608278029,"yaeC"
"STM0246",19.7753751775526,0.000634901133606365,0.0111917300371852,0.0494736637762223,0.85754350545452,"yaeE"
"STM0247",37.9275061031978,3.27076826917346e-05,0.011164716501036,0.924049432633233,0.998802608278029,"abc"
"STM0248",108.764807949428,0.00022576053192761,0.0111649931008944,0.593333548047387,0.998802608278029,"yaeD"
"rrsH",4931.77438052691,3.39761174774804,1.41256230327217,NA,NA,NA
"ileV",102.039070210855,-7.93089815808029e-05,0.0111673452559097,0.806641669834166,0.998802608278029,NA
"alaV",38.4540237345044,-0.000107665858897728,0.0111664369427557,0.741831501050844,0.998802608278029,NA
"rrlH",3926.18293997197,0.00014138486434469,0.0111706919292827,0.157895206638275,0.998802608278029,NA
"rrfH",15.0525367172827,0.000305584601088079,0.0111745675464747,0.0755043029137439,0.998802608278029,NA
"aspU",25.2191584222958,-5.03842694292371e-05,0.0111664579488821,0.857160635470157,0.998802608278029,NA
"STM0255",35.0036750767342,-0.000331685845903554,0.0111715469338702,0.342897336122189,0.998802608278029,"yafB"
"STM0256",10.1008769489429,0.000167780616134349,0.0111673972625649,0.586677103436184,0.998802608278029,"yafC"
"STM0257",9.14816653640317,0.000115304320773655,0.0111674906602358,0.666459116658067,0.998802608278029,NA
